,Fator_1,Fator_2
509,-1.0486293,11.417083
510,12.532846,5.2970304
511,3.856825,4.0408015
512,14.161125,4.22171
513,13.556873,4.7528963
514,3.1597424,-2.067791
515,9.888978,16.667173
516,13.006726,6.074073
517,-3.3315852,8.303204
518,3.687718,-1.49491
519,9.146983,15.232047
520,4.534098,4.2027473
521,11.152151,13.888997
522,4.2638793,-3.8916535
523,1.4122595,2.5604198
524,13.6334505,6.877885
525,-0.06374001,12.93623
526,-1.2916763,4.40555
527,4.2709994,4.4240537
528,12.599789,7.7874436
529,12.880641,5.0580063
530,-1.2494906,10.946703
531,-1.2095592,4.811002
532,-4.6900325,9.546147
533,8.752277,14.665326
534,15.010594,5.7387133
535,3.660042,-2.4434118
536,8.890488,17.958742
537,12.261103,5.758747
538,11.308963,14.077115
539,14.731161,7.9967656
540,3.7846558,4.4107447
541,3.7069404,-1.4907569
542,7.4727077,17.008667
543,9.336316,15.885204
544,14.687377,5.8309293
545,3.753112,-1.2439908
546,8.829729,15.175654
547,10.030342,14.316503
548,-1.5394067,10.650593
549,8.247038,16.218618
550,13.793749,6.7177706
551,11.444294,6.202962
552,8.812594,14.057069
553,8.172071,17.927853
554,11.543784,4.5445857
555,9.17506,16.004215
556,12.571263,5.0517225
557,-0.51968974,5.075332
558,14.798767,7.756085
559,-4.730107,9.729183
560,7.7630897,14.9157
561,10.903426,4.1615744
562,12.805231,5.4690485
563,11.08091,3.4000928
564,10.213466,15.574966
565,-1.3754616,4.278613
566,13.437875,4.9115696
567,14.459929,5.696322
568,8.076551,16.847427
569,8.721756,16.040985
570,12.874487,6.021538
571,13.731873,7.6981716
572,-0.76964366,12.607415
573,15.035372,8.470978
574,-0.4311631,12.546755
575,10.749952,3.9203641
576,13.242328,8.297229
577,4.3827977,-3.2399447
578,4.2351847,-1.5218555
579,10.635814,2.9879355
580,-3.6757145,9.419851
581,8.981216,17.93887
582,10.579743,15.227732
583,8.967246,14.799048
584,3.0903485,-2.0266628
585,9.617082,16.518242
586,15.148919,7.581087
587,10.212211,15.286068
588,13.29049,5.3242383
589,-0.9783186,12.693491
590,7.8219852,16.126421
591,13.945353,3.9498618
592,2.9143894,-1.8606001
593,8.857043,17.73993
594,11.617567,3.6184213
595,11.333018,4.3628716
596,3.8375523,-1.2584991
597,4.371567,4.435247
598,4.38767,-3.6292257
599,4.484598,-3.3128335
600,15.701774,7.6096606
601,12.3089075,14.950416
602,-0.8366889,11.985133
603,10.836795,14.430852
604,9.5371,15.448571
605,-1.0837206,11.550728
606,7.487795,15.525546
607,7.116604,15.871601
608,-1.7155852,11.435278
609,14.74854,8.788481
610,14.365556,8.242432
611,4.381988,-3.624157
612,-0.7363462,11.439914
613,4.4494696,4.0343146
614,-3.7362025,8.254757
615,-1.2778631,5.1000085
616,14.112495,3.8620396
617,13.245016,7.242618
618,13.231201,8.090879
619,12.300183,14.912809
620,8.177104,14.743319
621,12.009221,14.802917
622,8.845119,13.9165745
623,9.545911,15.079169
624,12.247678,14.937759
625,11.83286,2.978931
626,9.457504,17.655867
627,4.2299223,-3.7011414
628,1.8414352,2.9327326
629,4.918041,4.4983606
630,12.845584,2.8851726
631,13.893044,3.4388545
632,6.020505,-3.9756937
633,13.610476,4.187353
634,8.122478,13.821242
635,13.994461,5.125308
636,4.4788938,4.5731487
637,-3.8288178,8.857154
638,14.136589,5.675733
639,9.691561,14.690051
640,5.0122976,-3.8899384
641,11.770581,3.5277956
642,14.439187,4.9521556
643,12.893688,6.8046684
644,11.066429,6.3649516
645,9.525759,17.01632
646,11.03528,15.655382
647,11.892035,3.695853
648,14.4622755,7.626329
649,8.639829,17.359856
650,-1.2104453,5.0373406
651,14.556763,5.358163
652,12.410259,6.2724085
653,10.156788,13.877875
654,10.154375,16.441034
655,15.560782,6.7716446
656,12.9082365,2.889318
657,9.605886,15.959517
658,10.694146,13.8257065
659,8.704578,14.234831
660,14.719974,5.1156077
661,8.256889,15.934553
662,-1.5426476,11.393979
663,12.668666,4.037268
664,11.207109,4.31259
665,10.501202,15.327482
666,4.636817,4.69854
667,15.362102,5.9820113
668,11.6290865,6.894547
669,-0.8734805,4.1164327
670,8.137145,13.766288
671,7.2949095,16.281628
672,9.759087,14.683631
673,14.813311,5.531303
674,8.7447,17.662258
675,8.991236,16.110388
676,8.070768,14.061315
677,8.162403,16.131266
678,4.4591694,4.0056014
679,14.050697,8.515461
680,7.8455887,16.7487
681,10.753885,3.420145
682,4.5954113,-1.2012825
683,-1.9586036,10.858272
684,12.01267,14.721459
685,11.68969,14.196546
686,14.305477,3.369805
687,15.043313,5.12765
688,8.260919,16.474455
689,8.08649,15.718596
690,8.745063,14.508502
691,14.138317,4.630288
692,15.497857,7.2568808
693,-2.1672246,12.522664
694,-0.9165358,12.257818
695,5.0447707,-4.277977
696,5.3557634,-3.4617097
697,8.359428,15.858885
698,15.05318,6.284106
699,11.49585,3.8235698
700,-1.6648653,10.512537
701,12.967084,3.3268967
702,12.602016,5.6553154
703,9.221379,17.173462
704,3.3870776,-1.9260792
705,5.1637483,4.4425244
706,10.873673,2.871923
707,13.034947,8.052208
708,15.412591,6.514223
709,12.840557,4.5271516
710,12.175203,5.8335714
711,-3.7816136,8.139711
712,12.34418,7.230228
713,10.735939,3.434005
714,1.7012974,2.0204535
715,-0.54622036,11.861428
716,12.939554,3.3982112
717,12.877847,6.170016
718,-2.1278803,11.819416
719,15.873897,6.6109996
720,15.174948,7.802965
721,14.083162,6.01821
722,-4.8681097,9.562756
723,5.37323,4.459819
724,-4.774703,9.98801
725,-3.5033774,10.070739
726,-0.9515658,11.541077
727,15.458219,6.817255
728,-2.0680673,11.802562
729,14.232792,4.006029
730,15.609629,7.6167593
731,4.8147483,4.003146
732,10.171242,14.162783
733,-3.8399246,8.650941
734,-4.189862,8.436702
735,14.569344,7.4219303
736,10.337312,15.427153
737,15.077403,4.8447933
738,-1.6828343,12.2465105
739,13.551029,4.971318
740,14.456821,3.8644712
741,12.66213,3.0572221
742,11.03451,6.2185574
743,11.286173,14.164272
744,8.480291,16.87918
745,12.180477,5.434118
746,14.536009,7.4126997
747,1.59454,2.4401762
748,4.2086473,-1.7616551
749,13.083873,5.9599524
750,-1.7236776,13.004438
751,4.5161295,4.408092
752,-1.2857488,12.928654
753,8.404614,15.322471
754,-3.2666235,9.216547
755,4.3040953,4.074917
756,-3.621853,8.630901
757,5.1167254,-4.770127
758,9.055605,17.53611
759,4.042243,5.1148577
760,5.1116667,4.107572
761,-2.3475988,12.518349
762,4.996244,-3.2846816
763,14.924488,8.194034
764,5.238228,4.11685
765,7.7635803,15.8386
766,4.245953,3.6303723
767,13.567075,7.4583426
768,8.295838,14.690601
769,15.391463,5.4375505
770,-2.285642,11.819931
771,-2.9915745,9.646011
772,4.3209867,-1.6510135
773,11.437281,2.9207559
774,15.667562,6.7475553
775,5.1623874,3.9481869
776,9.00669,17.257559
777,9.118524,17.362078
778,-4.0753684,9.209623
779,14.639511,5.8587327
780,3.2476187,-1.4529237
781,11.718443,6.784731
782,4.524487,4.1182504
783,-3.5973384,8.764022
784,9.462128,14.895389
785,8.142225,14.518227
786,-0.83805966,4.474984
787,4.120772,-4.0828247
788,4.158505,-1.6768637
789,4.146156,-1.3753974
790,10.621526,2.5050974
791,-1.0213004,5.3844995
792,9.667867,18.177996
793,-1.4763721,4.26057
794,4.211678,4.303101
795,4.9559717,4.2720733
796,14.434454,6.3931756
797,14.865939,8.71853
798,13.668712,7.8172326
799,12.728142,4.4522734
800,8.740143,15.63645
801,14.2759905,8.211252
802,8.285493,17.198322
803,12.046461,3.708559
804,4.4654975,-4.327534
805,3.9574811,-1.955561
806,15.022021,4.6789365
807,8.977259,17.377384
808,12.1139765,2.8706954
809,9.580873,18.178623
810,8.744428,17.005806
811,-1.6582608,10.4745655
812,-1.488399,10.800019
813,5.739924,-3.959364
814,4.0282726,5.1379385
815,14.6958685,7.4961505
816,-1.2530806,12.463591
817,8.456191,16.633465
818,13.712216,6.541736
819,14.443667,7.950187
820,13.786164,6.7701955
821,14.902436,4.8815727
822,-3.2141516,9.522087
823,-3.124357,8.84339
824,13.762607,5.4213853
825,-2.095092,12.152365
826,13.155105,5.5766253
827,13.663515,6.293813
828,-4.806838,9.689017
829,12.98996,3.450604
830,11.408775,3.360241
831,5.2374363,-4.6089544
832,11.418168,13.445147
833,-1.2127258,4.6418443
834,8.963785,17.480997
835,11.427577,2.855849
836,7.4183507,15.367222
837,11.386361,14.0567465
838,14.900419,8.150126
839,11.235213,6.579278
840,8.793427,17.74937
841,9.11141,14.342237
842,14.3840685,7.7738476
843,15.2153425,5.4811997
844,14.831075,5.6804276
845,-0.8813326,4.2500577
846,15.000722,5.5425034
847,-0.8908963,5.339885
848,-3.7247658,8.395417
849,13.221093,5.613258
850,-3.9877982,8.267781
851,4.358211,-4.253864
852,8.731617,17.351158
853,12.660625,7.8333907
854,10.854934,4.3146243
855,-0.08921924,12.202995
856,9.606377,16.528131
857,8.870063,17.71472
858,13.243174,6.3957644
859,-3.6022878,9.358895
860,8.68845,17.674171
861,8.048324,18.060282
862,12.665216,6.216262
863,4.7899375,4.6973715
864,-1.0967464,4.7313976
865,4.4053464,3.9511893
866,14.4867115,5.306022
867,1.812689,2.365601
868,13.285527,6.6700063
869,11.3791065,3.4508195
870,10.6343,13.789092
871,7.3682857,15.373289
872,8.240164,16.173492
873,14.349152,5.4163365
874,10.152179,15.998244
875,10.097273,15.725458
876,8.864248,16.891802
877,13.490933,7.392361
878,14.176961,8.07938
879,8.962291,16.428907
880,12.4049635,7.477648
881,1.7828906,1.9411118
882,3.8624327,3.865415
883,13.610426,5.181794
884,5.2992134,-4.539669
885,-4.826767,9.36181
886,15.480649,4.3400745
887,-3.2847073,8.328311
888,13.903679,6.5781307
889,-1.246516,4.9941225
890,-4.778802,9.0858965
891,13.773248,5.7992253
892,14.3363905,7.3577147
893,13.801173,7.5154886
894,11.581947,3.5237134
895,11.565052,14.22698
896,12.633009,6.440602
897,10.733298,2.8471558
898,14.006202,4.7975616
899,9.561643,13.901743
900,11.539935,3.405002
901,13.038612,7.267144
902,-3.1315756,9.1265745
903,-4.1741133,9.806556
904,8.127854,15.4463
905,-2.9535396,8.81224
906,14.983687,5.633238
907,8.284342,16.238802
908,10.139654,15.044688
909,8.756726,17.568497
910,11.834655,14.461984
911,12.02332,14.328517
912,14.628319,8.820323
913,3.863623,4.6239605
914,11.942403,4.7671366
915,11.229977,3.3940947
916,8.965943,15.051872
917,13.85434,5.665147
918,14.510345,6.3432517
919,11.449724,6.8752637
920,5.1492796,4.3960967
921,4.4009714,3.8100321
922,13.633963,6.9431634
923,14.103002,3.9423106
924,14.409108,7.327165
925,13.967996,6.7986803
926,7.9746757,16.340334
927,13.49438,4.8184485
928,13.872819,5.174599
929,11.137591,4.3464684
930,11.195108,4.6221857
931,4.895998,-3.8261435
932,13.385198,6.106801
933,12.33463,2.8136177
934,11.777295,5.2742195
935,4.6004353,-1.2363364
936,1.7333223,2.593954
937,4.026092,-2.187015
938,8.801545,17.7325
939,11.235218,13.799402
940,15.006802,7.696343
941,12.079605,4.45183
942,-1.1126847,12.120425
943,4.480515,4.4965982
944,8.844931,17.056717
945,-3.437814,9.1474495
946,11.773249,5.4355683
947,5.1185684,4.044952
948,14.186662,5.2345257
949,14.250671,7.2421846
950,10.995916,2.5091755
951,-1.369803,4.510868
952,4.046691,5.070694
953,-4.6311584,9.520572
954,-0.48525387,4.760983
955,7.364599,15.037993
956,15.567209,6.286136
957,14.158549,5.183944
958,4.498782,-1.4375803
959,3.9364166,3.743969
960,3.512444,-2.4603994
961,3.6331506,-1.140781
962,12.633466,5.4327307
963,15.096274,4.854081
964,4.209692,-4.171967
965,8.828582,13.8707485
966,3.9751873,4.3136225
967,7.9359283,14.853759
968,7.3834114,15.383436
969,15.74942,6.687752
970,-3.9288664,8.898579
971,14.882079,7.9223843
972,13.329938,4.689428
973,-0.59565383,12.097833
974,-1.5913051,11.38428
975,12.885237,7.9447827
976,14.27707,7.2028375
977,6.910994,16.66254
978,14.108523,6.0554647
979,15.08036,4.9791584
980,1.7857758,2.3674762
981,4.3375096,3.926426
982,9.759185,17.756899
983,13.988233,8.779757
984,14.183433,8.8003435
985,13.932086,6.907737
986,12.979021,7.5455027
987,14.924079,4.6225343
988,14.828202,8.683721
989,13.649978,6.8797936
990,13.317398,7.3255696
991,4.996066,-3.9986029
992,15.67453,4.89291
993,14.800524,5.4695587
994,4.7867923,4.0025187
995,15.542896,6.85901
996,13.9705,8.899374
997,13.604715,5.1899076
998,13.441183,5.1951184
999,14.357926,7.521694
1000,7.756892,15.911286
1001,14.078884,8.884261
1002,13.4793625,4.321632
1003,9.37137,14.726336
1004,14.576609,5.2889786
1005,8.548475,16.921482
1006,1.6219298,2.7077055
1007,15.563494,5.008236
1008,15.432889,5.161999
1009,14.14973,6.3159757
1010,8.911658,14.473482
1011,-3.7610958,8.17121
1012,4.5042276,-4.4206643
1013,3.6992655,-1.9183297
1014,4.219801,-3.8201356
1015,14.654682,4.6390834
1016,13.457122,5.2944727
1017,5.3810396,4.4260645
1018,11.626807,3.713236
1019,2.917282,-2.006832
1020,10.566303,2.6336086
1021,3.7997088,-1.452944
1022,9.348021,15.500227
1023,13.023346,2.9722703
1024,15.244323,5.0562596
1025,13.654379,6.404025
1026,8.254555,16.551437
1027,13.006882,6.116275
1028,14.684411,7.9798765
1029,-0.6916644,12.503692
1030,14.1816635,7.320123
1031,9.86423,17.431837
1032,-1.2447684,4.6948175
1033,9.627943,15.78061
1034,9.164971,15.883118
1035,-4.2450542,8.37171
1036,14.550707,6.5620966
1037,7.9066343,15.295884
1038,4.4134803,-1.7392058
1039,11.493624,5.144566
1040,13.786215,6.5997653
1041,10.046973,16.577929
1042,8.510336,13.949898
1043,-4.3888,9.035987
1044,12.961641,7.7586823
1045,5.036923,-3.89832
1046,14.854529,4.930953
1047,5.138326,3.914673
1048,13.923154,6.3701453
1049,4.3979425,-3.8841817
1050,8.773022,17.672274
1051,12.785935,7.2099485
1052,9.43877,17.756897
1053,4.0194974,-2.129994
1054,13.597226,7.181014
1055,3.9185812,-1.9322006
1056,15.317139,8.583833
1057,-0.74548966,13.315888
1058,11.42762,3.8405724
1059,13.345931,6.9144006
1060,8.672737,17.833271
1061,12.380275,5.63991
1062,13.195396,6.3881183
1063,-3.874652,9.257322
1064,12.840558,3.6149943
1065,13.520513,5.1594467
1066,7.480695,15.288915
1067,8.215393,15.559325
1068,9.384273,15.218297
1069,-1.0231724,4.457207
1070,14.039715,6.0020833
